976,Nahum,Bruun,20
977,Tracie,Bravington,30
978,Georas,Currington,21
979,Rhona,Blandamore,60
980,Sheffy,Sproson,28
981,Buck,Corstorphine,40
982,Elisha,Izak,20
983,Diannne,Jessett,2
984,Odille,Fellnee,51
985,Joaquin,Brain,31
986,Rowan,Leftridge,42
987,Illa,Fullom,35
988,Alisa,Dudmesh,37
989,Devland,Ewdale,5
990,Josephina,Deller,2
991,Renato,Kepe,58
992,Izaak,Korneluk,49
993,Ebony,Pech,8
994,Cherish,Meers,28
995,Karlotte,Spurret,6
996,Lavena,Flanders,43
997,Guinevere,Kellock,8
998,Eamon,Cormode,54
999,Rab,Meadmore,34
1000,Whitney,Maunder,36
